Player_ID,Player_Name,Player_URL,Country_Name,Country_ID,Country_URL,Club_Name,Club_ID,Club_URL,Position,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Prefer_Foot,Height,KG,Club_Level
79948,Tomáš Ladra,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p79948.png?padding=0.7,Czech Republic,12,https://drop-assets.ea.com/images/3yIKmUj5BRZgJtSLR6do7t/484fa785d4f5c3f900ba80eddf3a70dc/f_12.png,Viktoria Plzeň,110468,https://drop-assets.ea.com/images/5LmNp7F4reMrhue3FZ3lD5/7222160e6e0c97516d2c783964ac3c8c/l110468.png,CAM,72,74,69,71,73,45,64,Right,178,82,Česká Liga
244788,Pavel Bucha,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p244788.png?padding=0.7,Czech Republic,12,https://drop-assets.ea.com/images/3yIKmUj5BRZgJtSLR6do7t/484fa785d4f5c3f900ba80eddf3a70dc/f_12.png,FC Cincinnati,113149,https://drop-assets.ea.com/images/6LPKd3WwcBZ8LDcUuykbnj/ff5428082b780a98ebcb981a8891c58e/l113149.png,CM,75,71,70,74,76,69,71,Right,173,73,MLS
,Hugo Sochůrek,,Czech Republic,,,NOT_FOUND,NOT_FOUND,NOT_FOUND,,,,,,,,,,,,
,Alexandr Sojka,,Czech Republic,,,Viktoria Plzeň,110468,https://cdn.sofifa.net/meta/team/3545/30.png,CM,65,67,55,64,65,58,67,Left,188,75,První liga
80073,Denis Višinský,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p80073.png?padding=0.7,Czech Republic,12,https://drop-assets.ea.com/images/3yIKmUj5BRZgJtSLR6do7t/484fa785d4f5c3f900ba80eddf3a70dc/f_12.png,Viktoria Plzeň,110468,https://drop-assets.ea.com/images/5LmNp7F4reMrhue3FZ3lD5/7222160e6e0c97516d2c783964ac3c8c/l110468.png,LW,68,76,61,65,69,47,59,Right,178,69,Česká Liga
234236,Patrik Schick,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p234236.png?padding=0.7,Czech Republic,12,https://drop-assets.ea.com/images/3yIKmUj5BRZgJtSLR6do7t/484fa785d4f5c3f900ba80eddf3a70dc/f_12.png,Leverkusen,32,https://drop-assets.ea.com/images/mGqQw1um1ucUAshcK0Eop/9c7fe656f526c98b217ff2a052377b5c/l32.png,ST,85,72,83,71,81,38,77,Left,191,87,Bundesliga
246618,Adam Hložek,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p246618.png?padding=0.7,Czech Republic,12,https://drop-assets.ea.com/images/3yIKmUj5BRZgJtSLR6do7t/484fa785d4f5c3f900ba80eddf3a70dc/f_12.png,TSG Hoffenheim,10029,https://drop-assets.ea.com/images/1ylwMQ1ia5SGcXYoIKhtdK/b24a8fed6fb30e01ea3fd15184b0046c/l10029.png,ST,77,78,78,72,77,31,79,Right,188,84,Bundesliga
257536,Jan Kuchta,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p257536.png?padding=0.7,Czech Republic,12,https://drop-assets.ea.com/images/3yIKmUj5BRZgJtSLR6do7t/484fa785d4f5c3f900ba80eddf3a70dc/f_12.png,Sparta Praha,267,https://drop-assets.ea.com/images/WsjKkMgEXh4mceoAQzFIi/d0b9c0ac886f0f3f3f91ca6ebda21577/l267.png,ST,73,77,71,64,71,34,80,Right,185,81,Česká Liga
244793,Tomáš Chorý,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p244793.png?padding=0.7,Czech Republic,12,https://drop-assets.ea.com/images/3yIKmUj5BRZgJtSLR6do7t/484fa785d4f5c3f900ba80eddf3a70dc/f_12.png,Slavia Praha,266,https://drop-assets.ea.com/images/50ZlXnzmauE6zv0Hn5WifN/8d941df874a7753f22f33585999fa0ce/l266.png,ST,75,57,75,60,64,32,88,Right,200,101,Česká Liga
274906,Mojmír Chytil,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p274906.png?padding=0.7,Czech Republic,12,https://drop-assets.ea.com/images/3yIKmUj5BRZgJtSLR6do7t/484fa785d4f5c3f900ba80eddf3a70dc/f_12.png,Slavia Praha,266,https://drop-assets.ea.com/images/50ZlXnzmauE6zv0Hn5WifN/8d941df874a7753f22f33585999fa0ce/l266.png,ST,74,73,72,55,68,29,81,Right,187,82,Česká Liga
72936,Christophe Kabongo,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p72936.png?padding=0.7,Czech Republic,12,https://drop-assets.ea.com/images/3yIKmUj5BRZgJtSLR6do7t/484fa785d4f5c3f900ba80eddf3a70dc/f_12.png,Viktoria Plzeň,110468,https://drop-assets.ea.com/images/5LmNp7F4reMrhue3FZ3lD5/7222160e6e0c97516d2c783964ac3c8c/l110468.png,ST,68,68,70,57,66,25,69,Right,188,80,Česká Liga
,Guillermo Ochoa,,Mexico,,,,,,GK,74,,,,,,,Right,185,78,
,Raúl Rangel,,Mexico,,,,,,GK,76,,,,,,,Right,191,81,
,Carlos Acevedo,,Mexico,,,,,,GK,74,,,,,,,Right,184,74,
,José Antonio Rodríguez,,Mexico,,,NOT_FOUND,NOT_FOUND,NOT_FOUND,,,,,,,,,,,,
,Carlos Moreno,,Mexico,,,NOT_FOUND,NOT_FOUND,NOT_FOUND,,,,,,,,,,,,
271034,Alex Padilla,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p271034.png?padding=0.7,Mexico,83,https://drop-assets.ea.com/images/3m4cwLXvHQdesnFwv0Glk6/4adea5e8e658a7ce798dd0ba1521cdda/f_83.png,Athletic Club,448,https://drop-assets.ea.com/images/5lGGXYvaOCdAYlo8xWPzQb/7092243785809519c68b482ad21b2c41/l448.png,GK,68,70,67,63,71,34,67,Right,190,83,LALIGA EA SPORTS
,Jesús Gallardo,,Mexico,,,,,,LB,77,,,,,,,Left,176,73,
,César Montes,,Mexico,,,,,,CB,76,,,,,,,Right,191,84,
,Jorge Sánchez,,Mexico,,,PAOK,393,https://cdn.sofifa.net/meta/team/649/30.png,RB,73,,,,,,,Right,175,71,Super League
244349,Johan Vásquez,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p244349.png?padding=0.7,Mexico,83,https://drop-assets.ea.com/images/3m4cwLXvHQdesnFwv0Glk6/4adea5e8e658a7ce798dd0ba1521cdda/f_83.png,Genoa,110556,https://drop-assets.ea.com/images/K5vcQ5KjT64Rr1dZZu3RG/0955cabcb0645ef5649ed69904e4b502/l110556.png,CB,75,61,33,58,60,76,75,Left,185,72,Serie A Enilive
,Israel Reyes,,Mexico,,,,,,CB,75,,,,,,,Right,179,73,
,Jesús Alberto Angulo,,Mexico,,,NOT_FOUND,NOT_FOUND,NOT_FOUND,,,,,,,,,,,,
247678,Julián Araujo,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p247678.png?padding=0.7,Mexico,83,https://drop-assets.ea.com/images/3m4cwLXvHQdesnFwv0Glk6/4adea5e8e658a7ce798dd0ba1521cdda/f_83.png,AFC Bournemouth,1943,https://drop-assets.ea.com/images/5Z6J6MhqjuJVwE7SVnfr5E/6075ff3239d67bdf8258a067ed93ccdb/l1943.png,RB,74,83,35,64,70,71,73,Right,176,70,Premier League
78784,Mateo Chávez,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p78784.png?padding=0.7,Mexico,83,https://drop-assets.ea.com/images/3m4cwLXvHQdesnFwv0Glk6/4adea5e8e658a7ce798dd0ba1521cdda/f_83.png,,,,LB,72,82,45,64,71,65,68,Left,177,72,Eredivisie
,Víctor Guzmán,,Mexico,,,NOT_FOUND,NOT_FOUND,NOT_FOUND,,,,,,,,,,,,
,Richard Ledezma,,Mexico,,,NOT_FOUND,NOT_FOUND,NOT_FOUND,,,,,,,,,,,,
,Everardo López,,Mexico,,,,,,,,,,,,,,,,,
,Alejandro Gómez,,Mexico,,,,,,,,,,,,,,,,,
,Bryan González,,Mexico,,,,,,,,,,,,,,,,,
,Ramón Juárez,,Mexico,,,,,,,,,,,,,,,,,
235844,Edson Álvarez,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p235844.png?padding=0.7,Mexico,83,https://drop-assets.ea.com/images/3m4cwLXvHQdesnFwv0Glk6/4adea5e8e658a7ce798dd0ba1521cdda/f_83.png,Fenerbahçe,326,https://drop-assets.ea.com/images/3sfoNHvqDPqhM1PsEE1sNM/b9dcc82d0e2fba3efc8e8d0ed4c216a6/l326.png,CDM,78,65,58,69,72,78,79,Right,187,73,Trendyol Süper Lig
224574,Orbelín Pineda,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p224574.png?padding=0.7,Mexico,83,https://drop-assets.ea.com/images/3m4cwLXvHQdesnFwv0Glk6/4adea5e8e658a7ce798dd0ba1521cdda/f_83.png,AEK Athens,278,https://drop-assets.ea.com/images/4qTLnCKd5EuaAqSHT6TqiQ/e696de56fdde60bfd4d62ec6b59682ee/l278.png,CAM,77,81,74,72,81,68,69,Right,169,63,Hellas Liga
235258,Carlos Rodríguez,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p235258.png?padding=0.7,Mexico,60,https://drop-assets.ea.com/images/GRwJwZ17RfDveZX4N4L78/25beda9babb2d93a8ff7bb5487eb263b/f_60.png,,,,CB,66,46,38,45,46,65,75,Right,183,88,Sudamericana
,Roberto Alvarado,,Mexico,,,,,,RM,76,,,,,,,Left,176,70,
,Luis Romo,,Mexico,,,,,,CDM,75,,,,,,,Right,182,84,
78784,Luis Chávez,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p78784.png?padding=0.7,Mexico,83,https://drop-assets.ea.com/images/3m4cwLXvHQdesnFwv0Glk6/4adea5e8e658a7ce798dd0ba1521cdda/f_83.png,,,,LB,72,82,45,64,71,65,68,Left,177,72,Eredivisie
,Érick Sánchez,,Mexico,,,NOT_FOUND,NOT_FOUND,NOT_FOUND,,,,,,,,,,,,
,Diego Lainez,,Mexico,,,NOT_FOUND,NOT_FOUND,NOT_FOUND,,,,,,,,,,,,
,Érik Lira,,Mexico,,,,,,CDM,75,74,58,67,69,72,74,Right,170,70,
,Marcel Ruiz,,Mexico,,,,,,CM,77,74,66,76,76,66,68,Right,182,69,
,Efraín Álvarez,,Mexico,,,,,,,,,,,,,,,,,
260984,Brian Gutiérrez,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p260984.png?padding=0.7,Mexico,95,https://drop-assets.ea.com/images/7ZVadlJQIutRH5P85wr76/c2456a2d76146d19f98c2c3071136dcf/f_95.png,Chicago Fire FC,693,https://drop-assets.ea.com/images/7k2qagGU1kOmxOQfXiNYMm/dd188abb2e3ac2d56015ca1ad0115d0c/l693.png,LM,68,67,63,64,69,41,58,Right,178,64,MLS
,Gilberto Mora,,Mexico,,,,,,,,,,,,,,,,,
,Alexis Gutiérrez,,Mexico,,,,,,,,,,,,,,,,,
263701,Obed Vargas,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p263701.png?padding=0.7,Mexico,83,https://drop-assets.ea.com/images/3m4cwLXvHQdesnFwv0Glk6/4adea5e8e658a7ce798dd0ba1521cdda/f_83.png,Sounders FC,111144,https://drop-assets.ea.com/images/shSYfoaz73Wl4jmu7iCIe/4e5b8a5d40d573c7de9b2899452d78cf/l111144.png,CM,69,74,52,64,73,63,57,Right,175,68,MLS
,Jesús Ricardo Angulo,,Mexico,,,,,,,,,,,,,,,,,
,Kevin Castañeda,,Mexico,,,,,,,,,,,,,,,,,
,Jordán Carrillo,,Mexico,,,,,,,,,,,,,,,,,
,Álvaro Fidalgo,,Mexico,,,,,,,,,,,,,,,,,
,Jorge Ruvalcaba,,Mexico,,,,,,,,,,,,,,,,,
,Alexéi Domínguez,,Mexico,,,,,,,,,,,,,,,,,
,Jeremy Márquez,,Mexico,,,,,,,,,,,,,,,,,
,Elías Montiel,,Mexico,,,,,,,,,,,,,,,,,
204838,Raúl Jiménez,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p204838.png?padding=0.7,Mexico,83,https://drop-assets.ea.com/images/3m4cwLXvHQdesnFwv0Glk6/4adea5e8e658a7ce798dd0ba1521cdda/f_83.png,Fulham,144,https://drop-assets.ea.com/images/1YL8ULAZyOPtffpFGZcGe8/84ec5701079276f33aa349d253fa0321/l144.png,ST,77,57,79,74,75,46,79,Right,190,81,Premier League
,Alexis Vega,,Mexico,,,,,,CAM,78,76,78,76,80,32,71,Right,173,75,
245152,Santiago Giménez,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p245152.png?padding=0.7,Mexico,83,https://drop-assets.ea.com/images/3m4cwLXvHQdesnFwv0Glk6/4adea5e8e658a7ce798dd0ba1521cdda/f_83.png,Milano FC,131681,https://drop-assets.ea.com/images/6D3s1RlLRER3UOunC4Lofv/ec87a4178160a87521b0b7c688e7638e/l131681.png,ST,79,78,80,70,77,46,69,Left,183,68,Serie A Enilive
246289,César Huerta,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p246289.png?padding=0.7,Mexico,83,https://drop-assets.ea.com/images/3m4cwLXvHQdesnFwv0Glk6/4adea5e8e658a7ce798dd0ba1521cdda/f_83.png,RSC Anderlecht,229,https://drop-assets.ea.com/images/6fPz45ZIDQWOd7Lqv0GuZF/045eacfd4e3fade98ceca05cb12b6c60/l229.png,LW,73,84,68,68,75,48,70,Right,171,67,1A Pro League
234579,Julián Quiñones,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p234579.png?padding=0.7,Mexico,83,https://drop-assets.ea.com/images/3m4cwLXvHQdesnFwv0Glk6/4adea5e8e658a7ce798dd0ba1521cdda/f_83.png,Al Qadsiah,112391,https://drop-assets.ea.com/images/OQhve5ubflu5c5OXWRlUV/4874b82f2bab16f04e6702812ac521a6/l112391.png,ST,80,88,79,70,79,36,83,Right,180,78,ROSHN Saudi League
,Guillermo Martínez,,Mexico,,,,,,ST,73,65,77,55,62,35,73,Left,191,93,
,Germán Berterame,,Mexico,,,Inter Miami,112893,https://cdn.sofifa.net/meta/team/239235/30.png,ST,78,76,79,69,76,34,73,Right,178,72,Major League Soccer
,Armando González,,Mexico,,,,,,ST,74,72,72,52,70,33,56,Right,179,68,
,Ronwen Williams,,South Africa,,,,,,,,,,,,,,,,,
,Ricardo Goss,,South Africa,,,,,,,,,,,,,,,,,
,Sipho Chaine,,South Africa,,,,,,,,,,,,,,,,,
,Aubrey Modiba,,South Africa,,,,,,,,,,,,,,,,,
,Khuliso Mudau,,South Africa,,,,,,,,,,,,,,,,,
,Nkosinathi Sibisi,,South Africa,,,,,,,,,,,,,,,,,
,Mbekezeli Mbokazi,,South Africa,,,,,,,,,,,,,,,,,
79280,Ime Okon,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p79280.png?padding=0.7,South Africa,140,https://drop-assets.ea.com/images/34ACNZ7mpbJrZYxcKFNic7/2bc73d69320c47475ee72071e37a71bb/f_140.png,Hannover 96,485,https://drop-assets.ea.com/images/1TJxIrTqB2N7LSZZiKYoVl/f16269b889ec4647e87d35369a9adf97/l485.png,CB,67,77,30,44,59,68,70,Right,187,86,Bundesliga 2
77951,Samukele Kabini,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p77951.png?padding=0.7,South Africa,140,https://drop-assets.ea.com/images/34ACNZ7mpbJrZYxcKFNic7/2bc73d69320c47475ee72071e37a71bb/f_140.png,Molde FK,417,https://drop-assets.ea.com/images/2q4audoCo1FZkqfch2Ykld/e91ffa1e19e9b824d5375a52dd5bbfe7/l417.png,LB,63,71,29,54,60,59,60,Left,181,72,Eliteserien
,Khulumani Ndamane,,South Africa,,,,,,,,,,,,,,,,,
,Thabang Matuludi,,South Africa,,,,,,,,,,,,,,,,,
,Kamogelo Sebelebele,,South Africa,,,,,,,,,,,,,,,,,
,Bradley Cross,,South Africa,,,,,,,,,,,,,,,,,
278688,Olwethu Makhanya,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p278688.png?padding=0.7,South Africa,140,https://drop-assets.ea.com/images/34ACNZ7mpbJrZYxcKFNic7/2bc73d69320c47475ee72071e37a71bb/f_140.png,Philadelphia,112134,https://drop-assets.ea.com/images/5okVfDvo8Vcgp5mqovBHJm/c286d0caa8776d5d9a6ff7b9f43a4c3d/l112134.png,CB,57,74,32,42,44,56,64,Right,185,72,MLS
,Teboho Mokoena,,South Africa,,,,,,,,,,,,,,,,,
257293,Sphephelo Sithole,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p257293.png?padding=0.7,South Africa,140,https://drop-assets.ea.com/images/34ACNZ7mpbJrZYxcKFNic7/2bc73d69320c47475ee72071e37a71bb/f_140.png,CD Tondela,112516,https://drop-assets.ea.com/images/5eGLuUQ7QJe7WZDeV8Fn68/85877ae47ca0c536e2d470e2171ad2d3/l112516.png,CDM,65,64,53,59,61,64,74,Right,188,80,Liga Portugal
,Thalente Mbatha,,South Africa,,,,,,,,,,,,,,,,,
,Jayden Adams,,South Africa,,,,,,,,,,,,,,,,,
,Themba Zwane,,South Africa,,,,,,,,,,,,,,,,,
241173,Lyle Foster,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p241173.png?padding=0.7,South Africa,140,https://drop-assets.ea.com/images/34ACNZ7mpbJrZYxcKFNic7/2bc73d69320c47475ee72071e37a71bb/f_140.png,Burnley,1796,https://drop-assets.ea.com/images/6CqBvyQgjJzPA5vU64paT8/03d21bd0df65afa73b752f66ca5c1714/l1796.png,ST,72,81,72,61,69,36,73,Right,185,70,Premier League
,Evidence Makgopa,,South Africa,,,,,,,,,,,,,,,,,
,Oswin Appollis,,South Africa,,,,,,,,,,,,,,,,,
,Iqraam Rayners,,South Africa,,,,,,,,,,,,,,,,,
,Relebohile Mofokeng,,South Africa,,,,,,,,,,,,,,,,,
,Thapelo Maseko,,South Africa,,,,,,,,,,,,,,,,,
,Tshepang Moremi,,South Africa,,,,,,,,,,,,,,,,,
,Kim Seung-gyu,,South Korea,,,,,,,,,,,,,,,,,
212432,Jo Hyeon-woo,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p212432.png?padding=0.7,South Korea,167,https://drop-assets.ea.com/images/1dVkB8X9Wb0vnMLflqc8EP/c44c481c48f80fa33f1056628596b957/f_167.png,Ulsan HD FC,1473,https://drop-assets.ea.com/images/4JSzJwU0mAeHMAO6coONRs/405ce029cfc5e18af22441e2141a8a73/l1473.png,GK,75,79,72,62,77,51,73,Right,189,75,K League 1
238570,Song Bum-keun,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p238570.png?padding=0.7,South Korea,167,https://drop-assets.ea.com/images/1dVkB8X9Wb0vnMLflqc8EP/c44c481c48f80fa33f1056628596b957/f_167.png,Jeonbuk Hyundai,1477,https://drop-assets.ea.com/images/6IFYQ6ZaqQ2I9oIzFaouTx/1a1acfce338af628fcb049aa4514a260/l1477.png,GK,74,76,69,67,76,25,72,Right,194,88,K League 1
237086,Kim Min-jae,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p237086.png?padding=0.7,South Korea,167,https://drop-assets.ea.com/images/1dVkB8X9Wb0vnMLflqc8EP/c44c481c48f80fa33f1056628596b957/f_167.png,FC Bayern München,21,https://drop-assets.ea.com/images/3p0dv1pGWIH6lGAKZssZKH/4f70d2c5a3c147f3e006c863e85e4993/l21.png,CB,82,73,33,58,63,83,84,Right,190,81,Bundesliga
